1,16
1,94
1,96
1,143
1,272
1,351
1,370
1,3330
1,3334
1,3336
1,3338
1,3376
1,3485
1,3504
1,3505
1,3532
1,3533
1,3561
1,3565
1,3629
1,3654
1,3820
1,3826
1,3932
1,3938
2,30
2,55
2,59
2,145
2,160
2,272
2,374
2,3463
2,3639
2,3782
2,3788
2,3906
2,3909
2,3910
2,3917
2,3930
3,16
3,28
3,31
3,51
3,92
3,97
3,131
3,135
3,136
3,138
3,140
3,169
3,195
3,197
3,218
3,242
3,256
3,274
3,276
3,325
3,3325
3,3342
3,3361
3,3370
3,3387
3,3397
3,3403
3,3410
3,3411
3,3413
3,3418
3,3437
3,3438
3,3461
3,3494
3,3504
3,3521
3,3531
3,3532
3,3533
3,3561
3,3598
3,3623
3,3654
3,3660
3,3662
3,3668
3,3693
3,3700
3,3716
3,3720
3,3724
3,3734
3,3745
3,3788
3,3805
3,3828
3,3867
3,3869
3,3876
3,3886
3,3895
3,3896
3,3907
3,3918
3,3921
3,3930
3,3935
4,113
4,309
4,354
4,3374
4,3674
4,3678
5,3
5,14
5,16
5,23
5,24
5,32
5,33
5,34
5,39
5,41
5,42
5,43
5,46
5,65
5,92
5,106
5,112
5,113
5,125
5,141
5,144
5,146
5,161
5,163
5,168
5,170
5,171
5,172
5,173
5,175
5,177
5,178
5,184
5,185
5,186
5,190
5,216
5,226
5,228
5,241
5,248
5,257
5,262
5,268
5,270
5,282
5,287
5,304
5,313
5,314
5,315
5,316
5,317
5,319
5,322
5,325
5,326
5,328
5,329
5,351
5,357
5,360
5,361
5,366
5,370
5,375
5,3324
5,3327
5,3329
5,3331
5,3332
5,3333
5,3336
5,3337
5,3341
5,3342
5,3343
5,3345
5,3347
5,3374
5,3387
5,3388
5,3390
5,3396
5,3397
5,3401
5,3403
5,3404
5,3405
5,3407
5,3409
5,3412
5,3415
5,3417
5,3420
5,3437
5,3439
5,3441
5,3443
5,3444
5,3449
5,3460
5,3469
5,3470
5,3472
5,3473
5,3474
5,3475
5,3480
5,3481
5,3482
5,3490
5,3494
5,3495
5,3498
5,3503
5,3504
5,3511
5,3519
5,3525
5,3527
5,3528
5,3529
5,3530
5,3531
5,3532
5,3533
5,3535
5,3537
5,3542
5,3543
5,3548
5,3561
5,3562
5,3563
5,3567
5,3569
5,3580
5,3582
5,3586
5,3589
5,3590
5,3591
5,3592
5,3593
5,3595
5,3596
5,3597
5,3599
5,3602
5,3604
5,3606
5,3607
5,3608
5,3610
5,3611
5,3612
5,3613
5,3617
5,3618
5,3622
5,3625
5,3628
5,3629
5,3630
5,3636
5,3653
5,3654
5,3658
5,3661
5,3666
5,3669
5,3672
5,3673
5,3680
5,3692
5,3693
5,3694
5,3699
5,3700
5,3701
5,3704
5,3705
5,3706
5,3707
5,3708
5,3709
5,3710
5,3714
5,3715
5,3726
5,3734
5,3760
5,3771
5,3775
5,3781
5,3788
5,3790
5,3792
5,3793
5,3795
5,3805
5,3812
5,3816
5,3817
5,3818
5,3820
5,3821
5,3822
5,3824
5,3826
5,3827
5,3828
5,3829
5,3830
5,3831
5,3834
5,3835
5,3838
5,3841
5,3842
5,3846
5,3848
5,3849
5,3865
5,3869
5,3876
5,3890
5,3901
5,3913
5,3928
5,3929
5,3932
5,3937
5,3939
6,42
6,106
6,112
6,125
6,161
6,171
6,248
6,287
6,351
6,366
6,375
6,3324
6,3345
6,3390
6,3396
6,3404
6,3417
6,3439
6,3444
6,3460
6,3469
6,3470
6,3472
6,3494
6,3537
6,3542
6,3580
6,3586
6,3591
6,3602
6,3636
6,3658
6,3661
6,3666
6,3673
6,3694
6,3700
6,3709
6,3760
6,3788
6,3790
6,3795
6,3820
6,3822
6,3830
6,3865
6,3932
6,3939
7,65
7,92
7,282
7,361
7,3405
7,3441
7,3449
7,3562
7,3706
7,3708
7,3734
7,3818
8,65
8,92
8,163
8,282
8,361
8,3387
8,3405
8,3441
8,3449
8,3490
8,3533
8,3562
8,3590
8,3599
8,3699
8,3705
8,3706
8,3708
8,3734
8,3817
8,3818
8,3835
9,219
9,223
9,288
9,305
9,3549
9,3663
9,3762
9,3766
